t (s), a, T (GK), Tnu (GK), photons, baryons, neutrinos, phi (GeV^4), Y(n), Y(p), Y(2H), Y(4He), Y(7Li), eta
7.85938e+00,6.11044e-10,3.68831e+00,3.50231e+00,6.71441e-15,1.04006e-20,1.45498e-14,0.00000e+00,1.72968e-01,8.27032e-01,1.13357e-11,4.98196e-16,1.00000e-30,1.42766e-09
8.03308e+00,6.17676e-10,3.65203e+00,3.46452e+00,6.45409e-15,1.00675e-20,1.39319e-14,0.00000e+00,1.72676e-01,8.27324e-01,1.19223e-11,6.00747e-16,1.00000e-30,1.42353e-09
8.21079e+00,6.24388e-10,3.61610e+00,3.42708e+00,6.20387e-15,9.74455e-21,1.33393e-14,0.00000e+00,1.72389e-01,8.27611e-01,1.25474e-11,7.26307e-16,1.00000e-30,1.41934e-09
8.39260e+00,6.31183e-10,3.58053e+00,3.38999e+00,5.96335e-15,9.43154e-21,1.27712e-14,0.00000e+00,1.72106e-01,8.27894e-01,1.32142e-11,8.80439e-16,1.00000e-30,1.41510e-09
8.57860e+00,6.38062e-10,3.54531e+00,3.35326e+00,5.73217e-15,9.12817e-21,1.22266e-14,0.00000e+00,1.71827e-01,8.28173e-01,1.39257e-11,1.07014e-15,1.00000e-30,1.41080e-09
8.76892e+00,6.45026e-10,3.51044e+00,3.31686e+00,5.50995e-15,8.83413e-21,1.17044e-14,0.00000e+00,1.71552e-01,8.28448e-01,1.46855e-11,1.30422e-15,1.00000e-30,1.40645e-09
8.96365e+00,6.52076e-10,3.47592e+00,3.28082e+00,5.29635e-15,8.54916e-21,1.12038e-14,0.00000e+00,1.71281e-01,8.28719e-01,1.54974e-11,1.59386e-15,1.00000e-30,1.40205e-09
9.16291e+00,6.59214e-10,3.44173e+00,3.24511e+00,5.09103e-15,8.27299e-21,1.07239e-14,0.00000e+00,1.71014e-01,8.28986e-01,1.63654e-11,1.95318e-15,1.00000e-30,1.39759e-09
9.36680e+00,6.66441e-10,3.40788e+00,3.20974e+00,4.89368e-15,8.00534e-21,1.02639e-14,0.00000e+00,1.70751e-01,8.29249e-01,1.72941e-11,2.40018e-15,1.00000e-30,1.39307e-09
9.57545e+00,6.73757e-10,3.37436e+00,3.17470e+00,4.70398e-15,7.74598e-21,9.82305e-15,0.00000e+00,1.70492e-01,8.29508e-01,1.82884e-11,2.95775e-15,1.00000e-30,1.38851e-09
9.78898e+00,6.81165e-10,3.34117e+00,3.13999e+00,4.52164e-15,7.49465e-21,9.40047e-15,0.00000e+00,1.70236e-01,8.29764e-01,1.93536e-11,3.65520e-15,1.00000e-30,1.38389e-09
1.00075e+01,6.88666e-10,3.30831e+00,3.10561e+00,4.34637e-15,7.25111e-21,8.99547e-15,0.00000e+00,1.69984e-01,8.30016e-01,2.04955e-11,4.53004e-15,1.00000e-30,1.37921e-09
1.02312e+01,6.96261e-10,3.27578e+00,3.07155e+00,4.17790e-15,7.01513e-21,8.60734e-15,0.00000e+00,1.69735e-01,8.30265e-01,2.17204e-11,5.63048e-15,1.00000e-30,1.37448e-09
1.04601e+01,7.03951e-10,3.24356e+00,3.03782e+00,4.01596e-15,6.78649e-21,8.23539e-15,0.00000e+00,1.69489e-01,8.30511e-01,2.30354e-11,7.01863e-15,1.00000e-30,1.36969e-09
1.06943e+01,7.11739e-10,3.21167e+00,3.00440e+00,3.86030e-15,6.56495e-21,7.87898e-15,0.00000e+00,1.69247e-01,8.30753e-01,2.44479e-11,8.77473e-15,1.00000e-30,1.36486e-09
1.09341e+01,7.19625e-10,3.18008e+00,2.97130e+00,3.71068e-15,6.35033e-21,7.53747e-15,0.00000e+00,1.69008e-01,8.30992e-01,2.59664e-11,1.10028e-14,1.00000e-30,1.35996e-09
1.11796e+01,7.27611e-10,3.14881e+00,2.93852e+00,3.56686e-15,6.14239e-21,7.21026e-15,0.00000e+00,1.68772e-01,8.31228e-01,2.75999e-11,1.38379e-14,1.00000e-30,1.35501e-09
1.14309e+01,7.35698e-10,3.11785e+00,2.90604e+00,3.42862e-15,5.94096e-21,6.89677e-15,0.00000e+00,1.68538e-01,8.31462e-01,2.93583e-11,1.74561e-14,1.00000e-30,1.35001e-09
1.16881e+01,7.43889e-10,3.08719e+00,2.87388e+00,3.29574e-15,5.74582e-21,6.59644e-15,0.00000e+00,1.68308e-01,8.31692e-01,3.12527e-11,2.20874e-14,1.00000e-30,1.34496e-09
1.19515e+01,7.52184e-10,3.05683e+00,2.84201e+00,3.16801e-15,5.55679e-21,6.30873e-15,0.00000e+00,1.68081e-01,8.31919e-01,3.32950e-11,2.80334e-14,1.00000e-30,1.33985e-09
1.22211e+01,7.60584e-10,3.02677e+00,2.81045e+00,3.04523e-15,5.37370e-21,6.03314e-15,0.00000e+00,1.67856e-01,8.32144e-01,3.54983e-11,3.56903e-14,1.00000e-30,1.33469e-09
1.24971e+01,7.69093e-10,2.99701e+00,2.77920e+00,2.92721e-15,5.19635e-21,5.76918e-15,0.00000e+00,1.67633e-01,8.32367e-01,3.78772e-11,4.55804e-14,1.00000e-30,1.32947e-09
1.27797e+01,7.77710e-10,2.96755e+00,2.74823e+00,2.81377e-15,5.02459e-21,5.51635e-15,0.00000e+00,1.67413e-01,8.32587e-01,4.04476e-11,5.83945e-14,1.00000e-30,1.32420e-09
1.30691e+01,7.86439e-10,2.93837e+00,2.71757e+00,2.70473e-15,4.85823e-21,5.27422e-15,0.00000e+00,1.67196e-01,8.32804e-01,4.32271e-11,7.50484e-14,1.00000e-30,1.31888e-09
1.33654e+01,7.95279e-10,2.90948e+00,2.68719e+00,2.59992e-15,4.69712e-21,5.04235e-15,0.00000e+00,1.66981e-01,8.33019e-01,4.62349e-11,9.67603e-14,1.00000e-30,1.31351e-09
1.36688e+01,8.04234e-10,2.88087e+00,2.65711e+00,2.49917e-15,4.54110e-21,4.82031e-15,0.00000e+00,1.66767e-01,8.33233e-01,4.94924e-11,1.25155e-13,1.00000e-30,1.30808e-09
1.39795e+01,8.13305e-10,2.85255e+00,2.62731e+00,2.40232e-15,4.39002e-21,4.60770e-15,0.00000e+00,1.66556e-01,8.33444e-01,5.30231e-11,1.62408e-13,1.00000e-30,1.30261e-09
1.42977e+01,8.22494e-10,2.82450e+00,2.59780e+00,2.30923e-15,4.24372e-21,4.40414e-15,0.00000e+00,1.66347e-01,8.33653e-01,5.68529e-11,2.11438e-13,1.00000e-30,1.29708e-09
1.46235e+01,8.31802e-10,2.79673e+00,2.56857e+00,2.21975e-15,4.10207e-21,4.20926e-15,0.00000e+00,1.66140e-01,8.33860e-01,6.10106e-11,2.76173e-13,1.00000e-30,1.29150e-09
1.49572e+01,8.41230e-10,2.76924e+00,2.53963e+00,2.13374e-15,3.96492e-21,4.02269e-15,0.00000e+00,1.65935e-01,8.34065e-01,6.55278e-11,3.61918e-13,1.00000e-30,1.28588e-09
1.52951e+01,8.50675e-10,2.74232e+00,2.51128e+00,2.05198e-15,3.83361e-21,3.84607e-15,0.00000e+00,1.65734e-01,8.34266e-01,7.03829e-11,4.74357e-13,1.00000e-30,1.28026e-09
1.56363e+01,8.60111e-10,2.71602e+00,2.48358e+00,1.97439e-15,3.70814e-21,3.67917e-15,0.00000e+00,1.65537e-01,8.34463e-01,7.55890e-11,6.21409e-13,1.00000e-30,1.27468e-09
1.59802e+01,8.69522e-10,2.69037e+00,2.45656e+00,1.90086e-15,3.58839e-21,3.52164e-15,0.00000e+00,1.65344e-01,8.34656e-01,8.11593e-11,8.13297e-13,1.00000e-30,1.26914e-09
1.63274e+01,8.78922e-10,2.66531e+00,2.43015e+00,1.83100e-15,3.47388e-21,3.37262e-15,0.00000e+00,1.65155e-01,8.34845e-01,8.71255e-11,1.06386e-12,1.00000e-30,1.26363e-09
1.66784e+01,8.88331e-10,2.64076e+00,2.40427e+00,1.76447e-15,3.36409e-21,3.23127e-15,0.00000e+00,1.64970e-01,8.35030e-01,9.35270e-11,1.39146e-12,1.00000e-30,1.25814e-09
1.70336e+01,8.97754e-10,2.61669e+00,2.37891e+00,1.70102e-15,3.25872e-21,3.09705e-15,0.00000e+00,1.64787e-01,8.35213e-01,1.00400e-10,1.81985e-12,1.00000e-30,1.25267e-09
1.73928e+01,9.07190e-10,2.59310e+00,2.35404e+00,1.64050e-15,3.15757e-21,2.96956e-15,0.00000e+00,1.64608e-01,8.35392e-01,1.07779e-10,2.37961e-12,1.00000e-30,1.24722e-09
1.77561e+01,9.16637e-10,2.56997e+00,2.32966e+00,1.58275e-15,3.06045e-21,2.84842e-15,0.00000e+00,1.64431e-01,8.35569e-01,1.15701e-10,3.11058e-12,1.00000e-30,1.24179e-09
1.81237e+01,9.26101e-10,2.54728e+00,2.30573e+00,1.52758e-15,2.96711e-21,2.73319e-15,0.00000e+00,1.64257e-01,8.35743e-01,1.24209e-10,4.06501e-12,1.00000e-30,1.23638e-09
1.84960e+01,9.35592e-10,2.52499e+00,2.28222e+00,1.47481e-15,2.87728e-21,2.62343e-15,0.00000e+00,1.64086e-01,8.35914e-01,1.33357e-10,5.31148e-12,1.00000e-30,1.23098e-09
1.88734e+01,9.45120e-10,2.50306e+00,2.25910e+00,1.42424e-15,2.79071e-21,2.51873e-15,0.00000e+00,1.63916e-01,8.36084e-01,1.43204e-10,6.93984e-12,1.00000e-30,1.22559e-09
1.92563e+01,9.54695e-10,2.48147e+00,2.23633e+00,1.37573e-15,2.70717e-21,2.41871e-15,0.00000e+00,1.63748e-01,8.36252e-01,1.53817e-10,9.06775e-12,1.00000e-30,1.22021e-09
1.96455e+01,9.64330e-10,2.46018e+00,2.21388e+00,1.32912e-15,2.62643e-21,2.32302e-15,0.00000e+00,1.63581e-01,8.36419e-01,1.65275e-10,1.18496e-11,1.00000e-30,1.21482e-09
2.00415e+01,9.74042e-10,2.43914e+00,2.19170e+00,1.28424e-15,2.54826e-21,2.23131e-15,0.00000e+00,1.63416e-01,8.36584e-01,1.77671e-10,1.54891e-11,1.00000e-30,1.20943e-09
2.04455e+01,9.83853e-10,2.41831e+00,2.16973e+00,1.24094e-15,2.47241e-21,2.14321e-15,0.00000e+00,1.63250e-01,8.36750e-01,1.91117e-10,2.02553e-11,1.00000e-30,1.20401e-09
2.08586e+01,9.93790e-10,2.39764e+00,2.14793e+00,1.19904e-15,2.39862e-21,2.05836e-15,0.00000e+00,1.63085e-01,8.36915e-01,2.05749e-10,2.65058e-11,1.00000e-30,1.19855e-09
2.12825e+01,1.00389e-09,2.37705e+00,2.12623e+00,1.15838e-15,2.32662e-21,1.97640e-15,0.00000e+00,1.62920e-01,8.37080e-01,2.21739e-10,3.47174e-11,1.00000e-30,1.19305e-09
2.17191e+01,1.01418e-09,2.35647e+00,2.10453e+00,1.11879e-15,2.25612e-21,1.89696e-15,0.00000e+00,1.62753e-01,8.37247e-01,2.39301e-10,4.55294e-11,1.00000e-30,1.18747e-09
2.21709e+01,1.02474e-09,2.33581e+00,2.08275e+00,1.08007e-15,2.18678e-21,1.81964e-15,0.00000e+00,1.62585e-01,8.37415e-01,2.58707e-10,5.98054e-11,1.10853e-30,1.18179e-09
2.26391e+01,1.03556e-09,2.31505e+00,2.06087e+00,1.04218e-15,2.11858e-21,1.74437e-15,0.00000e+00,1.62414e-01,8.37586e-01,2.80212e-10,7.86210e-11,2.19236e-30,1.17600e-09
2.29318e+01,1.04228e-09,2.30240e+00,2.04753e+00,1.01958e-15,2.07771e-21,1.69965e-15,0.00000e+00,1.62309e-01,8.37691e-01,2.94568e-10,9.28244e-11,3.70007e-30,1.17244e-09
2.32000e+01,1.04841e-09,2.29101e+00,2.03553e+00,9.99555e-16,2.04138e-21,1.66015e-15,0.00000e+00,1.62214e-01,8.37786e-01,3.08423e-10,1.07754e-10,5.70721e-30,1.16921e-09
2.35331e+01,1.05597e-09,2.27713e+00,2.02091e+00,9.75561e-16,1.99771e-21,1.61297e-15,0.00000e+00,1.62098e-01,8.37902e-01,3.26139e-10,1.29099e-10,8.76532e-30,1.16523e-09
2.39482e+01,1.06531e-09,2.26025e+00,2.00312e+00,9.46942e-16,1.94541e-21,1.55691e-15,0.00000e+00,1.61955e-01,8.38045e-01,3.49032e-10,1.60398e-10,1.40054e-29,1.16035e-09
2.43841e+01,1.07503e-09,2.24297e+00,1.98492e+00,9.18321e-16,1.89286e-21,1.50110e-15,0.00000e+00,1.61808e-01,8.38192e-01,3.74548e-10,1.98563e-10,2.22760e-29,1.15530e-09
2.48671e+01,1.08570e-09,2.22436e+00,1.96532e+00,8.88219e-16,1.83734e-21,1.44269e-15,0.00000e+00,1.61648e-01,8.38352e-01,4.04932e-10,2.46094e-10,3.54681e-29,1.14980e-09
2.53649e+01,1.09659e-09,2.20573e+00,1.94570e+00,8.58829e-16,1.78286e-21,1.38594e-15,0.00000e+00,1.61486e-01,8.38514e-01,4.38573e-10,3.02680e-10,5.70568e-29,1.14422e-09
2.58572e+01,1.10726e-09,2.18783e+00,1.92687e+00,8.31290e-16,1.73157e-21,1.33304e-15,0.00000e+00,1.61328e-01,8.38672e-01,4.74198e-10,3.67196e-10,9.11860e-29,1.13880e-09
2.63558e+01,1.11797e-09,2.17020e+00,1.90832e+00,8.04826e-16,1.68205e-21,1.28246e-15,0.00000e+00,1.61172e-01,8.38828e-01,5.12777e-10,4.41764e-10,1.43605e-28,1.13340e-09
2.68847e+01,1.12922e-09,2.15204e+00,1.88922e+00,7.78217e-16,1.63203e-21,1.23186e-15,0.00000e+00,1.61009e-01,8.38991e-01,5.56537e-10,5.31167e-10,2.24251e-28,1.12778e-09
2.74578e+01,1.14129e-09,2.13294e+00,1.86914e+00,7.50960e-16,1.58054e-21,1.18032e-15,0.00000e+00,1.60835e-01,8.39165e-01,6.07438e-10,6.39996e-10,3.49960e-28,1.12180e-09
2.80739e+01,1.15412e-09,2.11306e+00,1.84824e+00,7.23349e-16,1.52812e-21,1.12842e-15,0.00000e+00,1.60652e-01,8.39348e-01,6.66553e-10,7.70727e-10,5.46712e-28,1.11549e-09
2.87271e+01,1.16757e-09,2.09267e+00,1.82682e+00,6.95833e-16,1.47560e-21,1.07701e-15,0.00000e+00,1.60462e-01,8.39538e-01,7.34675e-10,9.24690e-10,8.52931e-28,1.10895e-09
2.94089e+01,1.18146e-09,2.07211e+00,1.80523e+00,6.68881e-16,1.42389e-21,1.02699e-15,0.00000e+00,1.60267e-01,8.39733e-01,8.12256e-10,1.10204e-09,1.32118e-27,1.10226e-09
3.01077e+01,1.19553e-09,2.05174e+00,1.78386e+00,6.42973e-16,1.37392e-21,9.79221e-16,0.00000e+00,1.60070e-01,8.39930e-01,8.99164e-10,1.30124e-09,2.01849e-27,1.09556e-09
3.08239e+01,1.20978e-09,2.03158e+00,1.76272e+00,6.18068e-16,1.32564e-21,9.33612e-16,0.00000e+00,1.59873e-01,8.40127e-01,9.96583e-10,1.52358e-09,3.04562e-27,1.08885e-09
3.15580e+01,1.22423e-09,2.01162e+00,1.74179e+00,5.94128e-16,1.27899e-21,8.90068e-16,0.00000e+00,1.59674e-01,8.40326e-01,1.10584e-09,1.77058e-09,4.54468e-27,1.08212e-09
3.23105e+01,1.23887e-09,1.99185e+00,1.72109e+00,5.71116e-16,1.23392e-21,8.48499e-16,0.00000e+00,1.59474e-01,8.40526e-01,1.22849e-09,2.04399e-09,6.72045e-27,1.07539e-09
3.30818e+01,1.25370e-09,1.97227e+00,1.70061e+00,5.48994e-16,1.19038e-21,8.08821e-16,0.00000e+00,1.59272e-01,8.40728e-01,1.36639e-09,2.34586e-09,9.86865e-27,1.06864e-09
3.38723e+01,1.26874e-09,1.95289e+00,1.68034e+00,5.27730e-16,1.14833e-21,7.70950e-16,0.00000e+00,1.59068e-01,8.40932e-01,1.52163e-09,2.67860e-09,1.44151e-26,1.06188e-09
3.46825e+01,1.28397e-09,1.93370e+00,1.66029e+00,5.07289e-16,1.10771e-21,7.34807e-16,0.00000e+00,1.58863e-01,8.41137e-01,1.69660e-09,3.04502e-09,2.09733e-26,1.05513e-09
3.55130e+01,1.29940e-09,1.91470e+00,1.64046e+00,4.87640e-16,1.06848e-21,7.00317e-16,0.00000e+00,1.58656e-01,8.41344e-01,1.89406e-09,3.44833e-09,3.04286e-26,1.04836e-09
3.63642e+01,1.31504e-09,1.89588e+00,1.62083e+00,4.68752e-16,1.03059e-21,6.67408e-16,0.00000e+00,1.58446e-01,8.41554e-01,2.11714e-09,3.89224e-09,4.40632e-26,1.04160e-09
3.72367e+01,1.33088e-09,1.87725e+00,1.60142e+00,4.50595e-16,9.94007e-22,6.36009e-16,0.00000e+00,1.58235e-01,8.41765e-01,2.36951e-09,4.38095e-09,6.37373e-26,1.03483e-09
3.81309e+01,1.34693e-09,1.85880e+00,1.58223e+00,4.33142e-16,9.58682e-22,6.06054e-16,0.00000e+00,1.58021e-01,8.41979e-01,2.65537e-09,4.90777e-09,9.00508e-26,1.02807e-09
3.90474e+01,1.36320e-09,1.84053e+00,1.56324e+00,4.16364e-16,9.24576e-22,5.77480e-16,0.00000e+00,1.57805e-01,8.42195e-01,2.97959e-09,5.45907e-09,1.22644e-25,1.02131e-09
3.99868e+01,1.37967e-09,1.82244e+00,1.54446e+00,4.00237e-16,8.91650e-22,5.50225e-16,0.00000e+00,1.57587e-01,8.42413e-01,3.34780e-09,6.05281e-09,1.69849e-25,1.01456e-09
4.09495e+01,1.39637e-09,1.80453e+00,1.52588e+00,3.84733e-16,8.59865e-22,5.24231e-16,0.00000e+00,1.57366e-01,8.42634e-01,3.76650e-09,6.69996e-09,2.41445e-25,1.00782e-09
4.19362e+01,1.41328e-09,1.78680e+00,1.50752e+00,3.69830e-16,8.29184e-22,4.99441e-16,0.00000e+00,1.57142e-01,8.42858e-01,4.24327e-09,7.41210e-09,3.47808e-25,1.00108e-09
4.29474e+01,1.43041e-09,1.76924e+00,1.48935e+00,3.55505e-16,7.99571e-22,4.75802e-16,0.00000e+00,1.56916e-01,8.43084e-01,4.78688e-09,8.19910e-09,5.02292e-25,9.94361e-10
4.39837e+01,1.44777e-09,1.75185e+00,1.47139e+00,3.41734e-16,7.70990e-22,4.53263e-16,0.00000e+00,1.56686e-01,8.43314e-01,5.40756e-09,9.07045e-09,7.25809e-25,9.87653e-10
4.50457e+01,1.46535e-09,1.73463e+00,1.45363e+00,3.28496e-16,7.43410e-22,4.31775e-16,0.00000e+00,1.56454e-01,8.43546e-01,6.11721e-09,1.00364e-08,1.05115e-24,9.80961e-10
4.61341e+01,1.48316e-09,1.71758e+00,1.43608e+00,3.15771e-16,7.16795e-22,4.11289e-16,0.00000e+00,1.56218e-01,8.43782e-01,6.92970e-09,1.11084e-08,1.52744e-24,9.74288e-10
4.72493e+01,1.50119e-09,1.70070e+00,1.41872e+00,3.03538e-16,6.91115e-22,3.91762e-16,0.00000e+00,1.55979e-01,8.44021e-01,7.86126e-09,1.22997e-08,2.22720e-24,9.67634e-10
4.83921e+01,1.51946e-09,1.68399e+00,1.40156e+00,2.91779e-16,6.66338e-22,3.73149e-16,0.00000e+00,1.55737e-01,8.44263e-01,8.93086e-09,1.36250e-08,3.25837e-24,9.61003e-10
4.95631e+01,1.53796e-09,1.66744e+00,1.38460e+00,2.80476e-16,6.42436e-22,3.55410e-16,0.00000e+00,1.55491e-01,8.44509e-01,1.01607e-08,1.51012e-08,4.78308e-24,9.54397e-10
5.07629e+01,1.55670e-09,1.65105e+00,1.36783e+00,2.69610e-16,6.19377e-22,3.38505e-16,0.00000e+00,1.55242e-01,8.44758e-01,1.15770e-08,1.67477e-08,7.04596e-24,9.47817e-10
5.19922e+01,1.57568e-09,1.63482e+00,1.35126e+00,2.59165e-16,5.97136e-22,3.22395e-16,0.00000e+00,1.54989e-01,8.45011e-01,1.32102e-08,1.85864e-08,1.04173e-23,9.41265e-10
5.32517e+01,1.59490e-09,1.61875e+00,1.33488e+00,2.49124e-16,5.75683e-22,3.07046e-16,0.00000e+00,1.54732e-01,8.45268e-01,1.50965e-08,2.05998e-08,1.51175e-23,9.34743e-10
5.45420e+01,1.61436e-09,1.60284e+00,1.31869e+00,2.39472e-16,5.54993e-22,2.92422e-16,0.00000e+00,1.54471e-01,8.45529e-01,1.72783e-08,2.27367e-08,2.11979e-23,9.28255e-10
5.58639e+01,1.63406e-09,1.58708e+00,1.30270e+00,2.30194e-16,5.35040e-22,2.78490e-16,0.00000e+00,1.54206e-01,8.45794e-01,1.98058e-08,2.50640e-08,3.02045e-23,9.21800e-10
5.72180e+01,1.65401e-09,1.57148e+00,1.28689e+00,2.21275e-16,5.15800e-22,2.65218e-16,0.00000e+00,1.53936e-01,8.46064e-01,2.27384e-08,2.76295e-08,4.41998e-23,9.15383e-10
5.85847e+01,1.67391e-09,1.55625e+00,1.27150e+00,2.12823e-16,4.97511e-22,2.52754e-16,0.00000e+00,1.53667e-01,8.46333e-01,2.60953e-08,3.04463e-08,6.54556e-23,9.09096e-10
5.99352e+01,1.69336e-09,1.54169e+00,1.25681e+00,2.04969e-16,4.80467e-22,2.41276e-16,0.00000e+00,1.53402e-01,8.46598e-01,2.98567e-08,3.34857e-08,9.64521e-23,9.03063e-10
6.12869e+01,1.71262e-09,1.52757e+00,1.24260e+00,1.97564e-16,4.64352e-22,2.30547e-16,0.00000e+00,1.53139e-01,8.46860e-01,3.41147e-08,3.68099e-08,1.41580e-22,8.97197e-10
6.26505e+01,1.73184e-09,1.51377e+00,1.22873e+00,1.90519e-16,4.48981e-22,2.20428e-16,0.00000e+00,1.52876e-01,8.47124e-01,3.89588e-08,4.04762e-08,2.07400e-22,8.91446e-10
6.40259e+01,1.75102e-09,1.50027e+00,1.21520e+00,1.83812e-16,4.34308e-22,2.10877e-16,0.00000e+00,1.52612e-01,8.47388e-01,4.44667e-08,4.45206e-08,3.03418e-22,8.85808e-10
6.54088e+01,1.77010e-09,1.48709e+00,1.20203e+00,1.77440e-16,4.20337e-22,2.01881e-16,0.00000e+00,1.52349e-01,8.47651e-01,5.07153e-08,4.89683e-08,4.43161e-22,8.80297e-10
6.64701e+01,1.78463e-09,1.47725e+00,1.19220e+00,1.72787e-16,4.10110e-22,1.95359e-16,0.00000e+00,1.52147e-01,8.47852e-01,5.61145e-08,5.26611e-08,5.97255e-22,8.76171e-10
6.75130e+01,1.79881e-09,1.46778e+00,1.18277e+00,1.68401e-16,4.00455e-22,1.89250e-16,0.00000e+00,1.51950e-01,8.48049e-01,6.19757e-08,5.65428e-08,8.01327e-22,8.72202e-10
6.87886e+01,1.81598e-09,1.45648e+00,1.17153e+00,1.63273e-16,3.89146e-22,1.82158e-16,0.00000e+00,1.51711e-01,8.48289e-01,6.97398e-08,6.16591e-08,1.12370e-21,8.67457e-10
7.02474e+01,1.83543e-09,1.44390e+00,1.15905e+00,1.57708e-16,3.76846e-22,1.74522e-16,0.00000e+00,1.51438e-01,8.48561e-01,7.95200e-08,6.80446e-08,1.62668e-21,8.62175e-10
7.17253e+01,1.85492e-09,1.43153e+00,1.14681e+00,1.52372e-16,3.65027e-22,1.67262e-16,0.00000e+00,1.51163e-01,8.48836e-01,9.07764e-08,7.51391e-08,2.37315e-21,8.56974e-10
7.31300e+01,1.87328e-09,1.42010e+00,1.13551e+00,1.47561e-16,3.54349e-22,1.60771e-16,0.00000e+00,1.50904e-01,8.49096e-01,1.03037e-07,8.25145e-08,3.42450e-21,8.52166e-10
7.44671e+01,1.89060e-09,1.40949e+00,1.12506e+00,1.43202e-16,3.44656e-22,1.54934e-16,0.00000e+00,1.50658e-01,8.49342e-01,1.16224e-07,9.01576e-08,4.86210e-21,8.47706e-10
7.57980e+01,1.90769e-09,1.39919e+00,1.11494e+00,1.39063e-16,3.35435e-22,1.49432e-16,0.00000e+00,1.50414e-01,8.49586e-01,1.30802e-07,9.84209e-08,6.85236e-21,8.43377e-10
7.71664e+01,1.92511e-09,1.38886e+00,1.10481e+00,1.35001e-16,3.26372e-22,1.44073e-16,0.00000e+00,1.50164e-01,8.49835e-01,1.47381e-07,1.07657e-07,9.67292e-21,8.39036e-10
7.85726e+01,1.94285e-09,1.37851e+00,1.09467e+00,1.31020e-16,3.17472e-22,1.38859e-16,0.00000e+00,1.49909e-01,8.50090e-01,1.66365e-07,1.17996e-07,1.37109e-20,8.34687e-10
7.99887e+01,1.96056e-09,1.36834e+00,1.08474e+00,1.27195e-16,3.08908e-22,1.33887e-16,0.00000e+00,1.49653e-01,8.50346e-01,1.87817e-07,1.29165e-07,1.91185e-20,8.30419e-10
8.14930e+01,1.97920e-09,1.35780e+00,1.07447e+00,1.23322e-16,3.00221e-22,1.28891e-16,0.00000e+00,1.49382e-01,8.50617e-01,2.13431e-07,1.41544e-07,2.61808e-20,8.26003e-10
8.31008e+01,1.99893e-09,1.34683e+00,1.06381e+00,1.19385e-16,2.91374e-22,1.23851e-16,0.00000e+00,1.49093e-01,8.50905e-01,2.44266e-07,1.55605e-07,3.65785e-20,8.21411e-10
8.47137e+01,2.01855e-09,1.33611e+00,1.05343e+00,1.15630e-16,2.82923e-22,1.19085e-16,0.00000e+00,1.48805e-01,8.51193e-01,2.79338e-07,1.70746e-07,5.19053e-20,8.16934e-10
8.62361e+01,2.03689e-09,1.32625e+00,1.04390e+00,1.12254e-16,2.75312e-22,1.14833e-16,0.00000e+00,1.48535e-01,8.51464e-01,3.16974e-07,1.86198e-07,7.32165e-20,8.12822e-10
8.76726e+01,2.05407e-09,1.31716e+00,1.03513e+00,1.09208e-16,2.68435e-22,1.11024e-16,0.00000e+00,1.48280e-01,8.51718e-01,3.57030e-07,2.01986e-07,1.01830e-19,8.09039e-10
8.90842e+01,2.07081e-09,1.30843e+00,1.02673e+00,1.06340e-16,2.61950e-22,1.07463e-16,0.00000e+00,1.48031e-01,8.51967e-01,4.00853e-07,2.18790e-07,1.40467e-19,8.05411e-10
9.05223e+01,2.08774e-09,1.29972e+00,1.01837e+00,1.03537e-16,2.55605e-22,1.04006e-16,0.00000e+00,1.47778e-01,8.52220e-01,4.50275e-07,2.37378e-07,1.93888e-19,8.01804e-10
9.19955e+01,2.10494e-09,1.29099e+00,1.01001e+00,1.00784e-16,2.49364e-22,1.00634e-16,0.00000e+00,1.47520e-01,8.52478e-01,5.06533e-07,2.58112e-07,2.68723e-19,7.98197e-10
9.34790e+01,2.12213e-09,1.28240e+00,1.00180e+00,9.81267e-17,2.43331e-22,9.74008e-17,0.00000e+00,1.47260e-01,8.52737e-01,5.69870e-07,2.80895e-07,3.72883e-19,7.94653e-10
9.49491e+01,2.13903e-09,1.27406e+00,9.93854e-01,9.55994e-17,2.37586e-22,9.43469e-17,0.00000e+00,1.47004e-01,8.52993e-01,6.40165e-07,3.05545e-07,5.15838e-19,7.91226e-10
9.64035e+01,2.15562e-09,1.26598e+00,9.86173e-01,9.31977e-17,2.32120e-22,9.14639e-17,0.00000e+00,1.46752e-01,8.53245e-01,7.17796e-07,3.32161e-07,7.10361e-19,7.87915e-10
9.78543e+01,2.17206e-09,1.25808e+00,9.78683e-01,9.08946e-17,2.26871e-22,8.87169e-17,0.00000e+00,1.46501e-01,8.53496e-01,8.03889e-07,3.61141e-07,9.75028e-19,7.84689e-10
9.93127e+01,2.18846e-09,1.25031e+00,9.71322e-01,8.86674e-17,2.21790e-22,8.60776e-17,0.00000e+00,1.46249e-01,8.53747e-01,8.99962e-07,3.92961e-07,1.33639e-18,7.81521e-10
1.00781e+02,2.20485e-09,1.24263e+00,9.64074e-01,8.65101e-17,2.16862e-22,8.35371e-17,0.00000e+00,1.45996e-01,8.54000e-01,1.00741e-06,4.27988e-07,1.83036e-18,7.78405e-10
1.02254e+02,2.22117e-09,1.23508e+00,9.56962e-01,8.44266e-17,2.12098e-22,8.10990e-17,0.00000e+00,1.45743e-01,8.54252e-01,1.12731e-06,4.66456e-07,2.50378e-18,7.75350e-10
